expr,pub_date,ref_date,value
bdfm,2008-01-01,2005-03-01,3.31596459474603
bdfm,2008-01-01,2005-06-01,3.63849991179112
bdfm,2008-01-01,2005-09-01,4.35513496490458
bdfm,2008-01-01,2005-12-01,3.68090868086566
bdfm,2008-01-01,2006-03-01,3.73214135716579
bdfm,2008-01-01,2006-06-01,3.35598326520999
bdfm,2008-01-01,2006-09-01,2.41298305664991
bdfm,2008-01-01,2006-12-01,2.18773722099234
bdfm,2008-01-01,2007-03-01,3.32963537882138
bdfm,2008-01-01,2007-06-01,2.70824485370805
bdfm,2008-01-01,2007-09-01,1.68570823377967
bdfm,2008-01-01,2007-12-01,1.15633509909953
bdfm,2008-01-01,2008-03-01,0.0237321533404118
bdfm,2008-01-01,2008-06-01,1.48674452919574
bdfm,2008-02-01,1980-03-01,2.43818364024045
bdfm,2008-02-01,1980-06-01,-3.61277115700912
bdfm,2008-02-01,1980-09-01,2.93762262261461
bdfm,2008-02-01,1980-12-01,5.8895953694817
bdfm,2008-02-01,1981-03-01,3.40834170189682
bdfm,2008-02-01,1981-06-01,2.2320861650818
bdfm,2008-02-01,1981-09-01,2.23787841590501
bdfm,2008-02-01,1981-12-01,-1.82113110467712
bdfm,2008-02-01,1982-03-01,-0.227344648986824
bdfm,2008-02-01,1982-06-01,-0.0536382743483266
bdfm,2008-02-01,1982-09-01,-0.309492674569813
bdfm,2008-02-01,1982-12-01,2.63399853655261
bdfm,2008-02-01,1983-03-01,5.86735661259647
bdfm,2008-02-01,1983-06-01,6.85234076178975
bdfm,2008-02-01,1983-09-01,8.91761469492775
bdfm,2008-02-01,1983-12-01,5.72428261788816
bdfm,2008-02-01,1984-03-01,6.43197341234572
bdfm,2008-02-01,1984-06-01,2.77433556871004
bdfm,2008-02-01,1984-09-01,1.18594283710514
bdfm,2008-02-01,1984-12-01,2.37508817276264
bdfm,2008-02-01,1985-03-01,4.68290555408592
bdfm,2008-02-01,1985-06-01,1.74787075254496
bdfm,2008-02-01,1985-09-01,2.59566853911433
bdfm,2008-02-01,1985-12-01,4.46644149811669
bdfm,2008-02-01,1986-03-01,2.34380877856252
bdfm,2008-02-01,1986-06-01,1.84043460704823
bdfm,2008-02-01,1986-09-01,3.87658177504032
bdfm,2008-02-01,1986-12-01,4.6941549565208
bdfm,2008-02-01,1987-03-01,4.84060821934715
bdfm,2008-02-01,1987-06-01,5.82677965153645
bdfm,2008-02-01,1987-09-01,4.81617383839794
bdfm,2008-02-01,1987-12-01,3.37171506054929
bdfm,2008-02-01,1988-03-01,4.41732336288556
bdfm,2008-02-01,1988-06-01,3.70243949867083
bdfm,2008-02-01,1988-09-01,3.15697520927964
bdfm,2008-02-01,1988-12-01,3.24890641436161
bdfm,2008-02-01,1989-03-01,2.62974429055324
bdfm,2008-02-01,1989-06-01,1.24431937127482
